"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"10/11/2020","25,95","25,17","-4,65","25,13","27,06","2,05B"
"09/11/2020","28,09","26,39","-3,22","26,29","28,25","1,93B"
"09/11/2020","28,09","26,39","-3,22","26,29","28,25","1,93B"
"06/11/2020","26,94","27,27","-0,44","26,45","27,30","898,30M"
"06/11/2020","26,94","27,27","-0,44","26,45","27,30","898,30M"
"05/11/2020","26,82","27,39","4,81","26,68","27,64","1,26B"
"05/11/2020","26,82","27,39","4,81","26,68","27,64","1,26B"
"04/11/2020","25,35","26,13","4,80","25,32","26,57","1,29B"
"04/11/2020","25,35","26,13","4,80","25,32","26,57","1,29B"
"03/11/2020","25,23","24,94","1,46","24,70","25,34","630,47M"
"03/11/2020","25,23","24,94","1,46","24,70","25,34","630,47M"
"30/10/2020","25,10","24,58","-2,88","24,11","25,25","757,98M"
"30/10/2020","25,10","24,58","-2,88","24,11","25,25","757,98M"
"29/10/2020","24,35","25,31","2,96","23,83","25,53","934,50M"
"29/10/2020","24,35","25,31","2,96","23,83","25,53","934,50M"
"28/10/2020","24,75","24,58","-3,22","24,35","25,19","879,48M"
"28/10/2020","24,75","24,58","-3,22","24,35","25,19","879,48M"
"27/10/2020","25,48","25,40","-0,08","25,07","25,70","511,62M"
"27/10/2020","25,48","25,40","-0,08","25,07","25,70","511,62M"
"26/10/2020","25,75","25,42","-1,74","25,06","26,04","646,22M"
"26/10/2020","25,75","25,42","-1,74","25,06","26,04","646,22M"
"23/10/2020","26,04","25,87","-0,69","25,60","26,15","606,24M"
"23/10/2020","26,04","25,87","-0,69","25,60","26,15","606,24M"
"22/10/2020","26,29","26,04","-0,46","25,94","26,34","590,55M"
"22/10/2020","26,29","26,04","-0,46","25,94","26,34","590,55M"
"21/10/2020","25,94","26,16","0,69","25,90","26,74","925,95M"
"21/10/2020","25,94","26,16","0,69","25,90","26,74","925,95M"
"20/10/2020","25,75","25,98","1,36","25,60","26,08","712,17M"
"20/10/2020","25,75","25,98","1,36","25,60","26,08","712,17M"
"19/10/2020","26,05","25,64","-0,43","25,30","26,24","928,42M"
"19/10/2020","26,05","25,64","-0,43","25,30","26,24","928,42M"
"16/10/2020","25,71","25,75","1,14","25,11","25,99","829,32M"
"16/10/2020","25,71","25,75","1,14","25,11","25,99","829,32M"
"15/10/2020","24,97","25,46","-0,31","24,95","26,01","878,97M"
"15/10/2020","24,97","25,46","-0,31","24,95","26,01","878,97M"
"14/10/2020","26,44","25,54","-1,58","24,99","27,19","2,14B"
"14/10/2020","26,44","25,54","-1,58","24,99","27,19","2,14B"
"13/10/2020","24,83","25,94","5,96","24,82","26,04","599,55M"
"13/10/2020","24,83","25,94","5,96","24,82","26,04","599,55M"
"09/10/2020","22,93","24,49","6,84","22,85","24,49","545,29M"
"09/10/2020","22,93","24,49","6,84","22,85","24,49","545,29M"
"08/10/2020","22,40","22,92","3,29","22,23","22,95","261,44M"
"08/10/2020","22,40","22,92","3,29","22,23","22,95","261,44M"
"07/10/2020","22,38","22,19","-0,40","22,18","22,64","230,89M"
"07/10/2020","22,38","22,19","-0,40","22,18","22,64","230,89M"
"06/10/2020","22,70","22,28","-0,93","22,17","22,75","238,71M"
"06/10/2020","22,70","22,28","-0,93","22,17","22,75","238,71M"
"05/10/2020","22,20","22,49","2,37","22,02","22,63","267,74M"
"05/10/2020","22,20","22,49","2,37","22,02","22,63","267,74M"
"02/10/2020","22,71","21,97","-4,19","21,85","22,90","327,71M"
"02/10/2020","22,71","21,97","-4,19","21,85","22,90","327,71M"
"01/10/2020","22,29","22,93","3,03","22,26","22,93","256,23M"
"01/10/2020","22,29","22,93","3,03","22,26","22,93","256,23M"
"30/09/2020","21,98","22,25","1,97","21,76","22,43","258,84M"
"30/09/2020","21,98","22,25","1,97","21,76","22,43","258,84M"
"29/09/2020","21,84","21,82","0,01","21,59","22,17","208,79M"
"29/09/2020","21,84","21,82","0,01","21,59","22,17","208,79M"
"28/09/2020","22,85","21,82","-3,49","21,71","23,02","347,46M"
"28/09/2020","22,85","21,82","-3,49","21,71","23,02","347,46M"
"25/09/2020","22,06","22,61","1,49","21,83","22,73","237,39M"
"25/09/2020","22,06","22,61","1,49","21,83","22,73","237,39M"
"24/09/2020","21,68","22,28","3,26","21,38","22,40","266,04M"
"24/09/2020","21,68","22,28","3,26","21,38","22,40","266,04M"
"23/09/2020","22,33","21,57","-3,36","21,51","22,44","234,47M"
"23/09/2020","22,33","21,57","-3,36","21,51","22,44","234,47M"
"22/09/2020","22,35","22,33","0,89","21,83","22,50","291,18M"
"22/09/2020","22,35","22,33","0,89","21,83","22,50","291,18M"
"21/09/2020","21,26","22,13","1,77","21,04","22,24","328,90M"
"21/09/2020","21,26","22,13","1,77","21,04","22,24","328,90M"
"18/09/2020","21,85","21,74","0,07","21,46","22,34","326,98M"
"18/09/2020","21,85","21,74","0,07","21,46","22,34","326,98M"
"17/09/2020","22,10","21,73","-2,32","21,62","22,28","267,73M"
"17/09/2020","22,10","21,73","-2,32","21,62","22,28","267,73M"
"16/09/2020","22,41","22,25","-0,46","22,11","22,68","205,02M"
"16/09/2020","22,41","22,25","-0,46","22,11","22,68","205,02M"
"15/09/2020","22,80","22,35","-0,80","22,22","23,06","254,09M"
"15/09/2020","22,80","22,35","-0,80","22,22","23,06","254,09M"
"14/09/2020","22,25","22,53","3,12","22,20","22,92","279,84M"
"14/09/2020","22,25","22,53","3,12","22,20","22,92","279,84M"
"11/09/2020","22,29","21,85","-0,77","21,73","22,55","263,30M"
"11/09/2020","22,29","21,85","-0,77","21,73","22,55","263,30M"
"10/09/2020","22,80","22,02","-3,23","21,70","23,37","370,89M"
"10/09/2020","22,80","22,02","-3,23","21,70","23,37","370,89M"
"09/09/2020","22,21","22,75","4,00","22,21","22,81","256,54M"
"09/09/2020","22,21","22,75","4,00","22,21","22,81","256,54M"
"08/09/2020","21,72","21,88","-1,22","21,33","22,33","246,59M"
"08/09/2020","21,72","21,88","-1,22","21,33","22,33","246,59M"
"04/09/2020","22,32","22,15","0,31","20,82","22,56","486,54M"
"04/09/2020","22,32","22,15","0,31","20,82","22,56","486,54M"
"03/09/2020","23,40","22,08","-5,36","21,75","23,53","470,67M"
"03/09/2020","23,40","22,08","-5,36","21,75","23,53","470,67M"
"02/09/2020","23,92","23,33","-1,91","23,20","24,05","237,53M"
"02/09/2020","23,92","23,33","-1,91","23,20","24,05","237,53M"
"01/09/2020","23,50","23,78","2,26","23,37","24,01","208,29M"
"01/09/2020","23,50","23,78","2,26","23,37","24,01","208,29M"
"31/08/2020","23,58","23,26","-1,44","23,04","23,58","256,33M"
"31/08/2020","23,58","23,26","-1,44","23,04","23,58","256,33M"
"28/08/2020","23,08","23,59","2,83","22,93","23,59","227,95M"
"28/08/2020","23,08","23,59","2,83","22,93","23,59","227,95M"
"27/08/2020","22,56","22,95","2,03","22,56","22,98","278,84M"
"27/08/2020","22,56","22,95","2,03","22,56","22,98","278,84M"
"26/08/2020","21,98","22,49","2,44","21,94","22,83","386,85M"
"26/08/2020","21,98","22,49","2,44","21,94","22,83","386,85M"
"25/08/2020","21,93","21,95","1,06","21,81","22,13","160,93M"
"25/08/2020","21,93","21,95","1,06","21,81","22,13","160,93M"
"24/08/2020","22,00","21,72","-0,31","21,61","22,22","169,56M"
"24/08/2020","22,00","21,72","-0,31","21,61","22,22","169,56M"
"21/08/2020","21,69","21,79","0,00","21,55","22,13","178,05M"
"21/08/2020","21,69","21,79","0,00","21,55","22,13","178,05M"
"20/08/2020","21,99","21,79","-2,62","21,49","22,02","295,28M"
"20/08/2020","21,99","21,79","-2,62","21,49","22,02","295,28M"
"19/08/2020","22,21","22,38","0,22","22,01","22,51","301,77M"
"19/08/2020","22,21","22,38","0,22","22,01","22,51","301,77M"
"18/08/2020","21,33","22,33","9,61","20,96","22,40","690,45M"
"18/08/2020","21,33","22,33","9,61","20,96","22,40","690,45M"
"17/08/2020","20,58","20,37","-0,13","19,81","20,82","293,76M"
"17/08/2020","20,58","20,37","-0,13","19,81","20,82","293,76M"
"14/08/2020","20,11","20,40","1,63","20,01","20,56","214,22M"
"14/08/2020","20,11","20,40","1,63","20,01","20,56","214,22M"
"13/08/2020","20,11","20,07","0,49","19,82","20,96","321,67M"
"13/08/2020","20,11","20,07","0,49","19,82","20,96","321,67M"
"12/08/2020","20,28","19,97","-1,15","19,76","20,49","218,54M"
"12/08/2020","20,28","19,97","-1,15","19,76","20,49","218,54M"
"11/08/2020","20,63","20,20","-1,15","20,02","20,70","214,32M"
"11/08/2020","20,63","20,20","-1,15","20,02","20,70","214,32M"
"10/08/2020","21,50","20,44","-4,34","20,24","21,53","311,59M"
"10/08/2020","21,50","20,44","-4,34","20,24","21,53","311,59M"
"07/08/2020","21,25","21,37","-0,30","21,04","21,83","248,23M"
"07/08/2020","21,25","21,37","-0,30","21,04","21,83","248,23M"
"06/08/2020","20,96","21,43","3,51","20,83","21,50","233,04M"
"06/08/2020","20,96","21,43","3,51","20,83","21,50","233,04M"
"05/08/2020","20,78","20,71","0,61","20,68","21,06","157,07M"
"05/08/2020","20,78","20,71","0,61","20,68","21,06","157,07M"
"04/08/2020","20,32","20,58","-0,09","20,16","20,76","159,87M"
"04/08/2020","20,32","20,58","-0,09","20,16","20,76","159,87M"
"03/08/2020","20,26","20,60","2,30","19,90","20,66","192,02M"
"03/08/2020","20,26","20,60","2,30","19,90","20,66","192,02M"
"31/07/2020","21,01","20,13","-2,99","19,96","21,14","229,59M"
"31/07/2020","21,01","20,13","-2,99","19,96","21,14","229,59M"
"30/07/2020","19,74","20,76","3,84","19,70","20,80","230,25M"
"30/07/2020","19,74","20,76","3,84","19,70","20,80","230,25M"
"29/07/2020","20,18","19,99","-0,24","19,82","20,29","125,68M"
"29/07/2020","20,18","19,99","-0,24","19,82","20,29","125,68M"
"28/07/2020","19,77","20,04","1,32","19,57","20,21","148,26M"
"28/07/2020","19,77","20,04","1,32","19,57","20,21","148,26M"
"27/07/2020","20,10","19,77","-0,40","19,56","20,42","200,64M"
"27/07/2020","20,10","19,77","-0,40","19,56","20,42","200,64M"
"24/07/2020","19,91","19,85","-0,91","19,24","19,91","265,47M"
"24/07/2020","19,91","19,85","-0,91","19,24","19,91","265,47M"
"23/07/2020","21,20","20,04","-5,02","19,56","21,28","258,02M"
"23/07/2020","21,20","20,04","-5,02","19,56","21,28","258,02M"
"22/07/2020","20,93","21,09","0,42","20,47","21,45","225,83M"
"22/07/2020","20,93","21,09","0,42","20,47","21,45","225,83M"
"21/07/2020","22,11","21,01","-2,82","20,86","22,30","324,01M"
"21/07/2020","22,11","21,01","-2,82","20,86","22,30","324,01M"
"20/07/2020","20,52","21,62","5,79","20,46","21,72","217,13M"
"20/07/2020","20,52","21,62","5,79","20,46","21,72","217,13M"
"17/07/2020","20,06","20,43","2,27","20,06","20,49","223,53M"
"17/07/2020","20,06","20,43","2,27","20,06","20,49","223,53M"
"16/07/2020","20,21","19,98","-1,62","19,72","20,38","221,62M"
"16/07/2020","20,21","19,98","-1,62","19,72","20,38","221,62M"
"15/07/2020","20,26","20,31","1,24","20,15","20,38","257,65M"
"15/07/2020","20,26","20,31","1,24","20,15","20,38","257,65M"
"14/07/2020","20,12","20,06","0,00","19,80","20,52","282,69M"
"14/07/2020","20,12","20,06","0,00","19,80","20,52","282,69M"
"13/07/2020","20,09","20,06","0,40","19,99","20,48","219,96M"
"13/07/2020","20,09","20,06","0,40","19,99","20,48","219,96M"
"10/07/2020","19,76","19,98","0,98","19,67","20,19","258,05M"
"10/07/2020","19,76","19,98","0,98","19,67","20,19","258,05M"
"09/07/2020","19,19","19,79","3,52","19,00","19,83","225,79M"
"09/07/2020","19,19","19,79","3,52","19,00","19,83","225,79M"
"08/07/2020","18,75","19,11","2,65","18,65","19,11","219,56M"
"08/07/2020","18,75","19,11","2,65","18,65","19,11","219,56M"
"07/07/2020","17,92","18,62","3,79","17,71","18,64","226,57M"
"07/07/2020","17,92","18,62","3,79","17,71","18,64","226,57M"
"06/07/2020","18,14","17,94","-0,01","17,84","18,24","145,98M"
"06/07/2020","18,14","17,94","-0,01","17,84","18,24","145,98M"
"03/07/2020","17,49","17,94","2,71","17,27","17,95","124,82M"
"03/07/2020","17,49","17,94","2,71","17,27","17,95","124,82M"
"02/07/2020","18,13","17,47","-3,04","17,47","18,25","190,12M"
"02/07/2020","18,13","17,47","-3,04","17,47","18,25","190,12M"
"01/07/2020","17,94","18,02","0,91","17,67","18,07","157,19M"
"01/07/2020","17,94","18,02","0,91","17,67","18,07","157,19M"
"30/06/2020","17,40","17,86","1,76","17,36","18,17","228,09M"
"30/06/2020","17,40","17,86","1,76","17,36","18,17","228,09M"
"29/06/2020","17,49","17,55","1,53","17,03","17,55","141,86M"
"29/06/2020","17,49","17,55","1,53","17,03","17,55","141,86M"
"26/06/2020","17,32","17,28","-0,49","17,11","17,67","141,81M"
"26/06/2020","17,32","17,28","-0,49","17,11","17,67","141,81M"
"25/06/2020","17,42","17,37","-0,16","17,13","17,62","136,62M"
"25/06/2020","17,42","17,37","-0,16","17,13","17,62","136,62M"
"24/06/2020","17,49","17,39","-0,64","17,00","17,84","184,39M"
"24/06/2020","17,49","17,39","-0,64","17,00","17,84","184,39M"
"23/06/2020","17,83","17,51","-0,92","17,51","17,96","130,98M"
"23/06/2020","17,83","17,51","-0,92","17,51","17,96","130,98M"
"22/06/2020","17,85","17,67","-0,70","17,49","18,03","164,38M"
"22/06/2020","17,85","17,67","-0,70","17,49","18,03","164,38M"
"19/06/2020","17,69","17,79","2,44","17,55","17,88","354,34M"
"19/06/2020","17,69","17,79","2,44","17,55","17,88","354,34M"
"18/06/2020","16,74","17,37","3,74","16,43","17,67","336,34M"
"18/06/2020","16,74","17,37","3,74","16,43","17,67","336,34M"
"17/06/2020","16,55","16,74","1,80","16,43","17,11","323,42M"
"17/06/2020","16,55","16,74","1,80","16,43","17,11","323,42M"
"16/06/2020","16,60","16,45","0,23","16,10","16,81","255,86M"
"16/06/2020","16,60","16,45","0,23","16,10","16,81","255,86M"
"15/06/2020","15,66","16,41","2,97","15,51","16,41","234,56M"
"15/06/2020","15,66","16,41","2,97","15,51","16,41","234,56M"
"12/06/2020","15,65","15,94","-1,01","15,58","16,20","269,42M"
"12/06/2020","15,65","15,94","-1,01","15,58","16,20","269,42M"
"10/06/2020","15,70","16,10","3,56","15,24","16,21","312,47M"
"10/06/2020","15,70","16,10","3,56","15,24","16,21","312,47M"
"09/06/2020","15,25","15,55","0,00","15,18","15,87","177,34M"
"09/06/2020","15,25","15,55","0,00","15,18","15,87","177,34M"
"08/06/2020","14,95","15,55","4,93","14,78","15,77","317,42M"
"08/06/2020","14,95","15,55","4,93","14,78","15,77","317,42M"
"05/06/2020","15,45","14,82","-1,72","14,58","15,47","287,26M"
"05/06/2020","15,45","14,82","-1,72","14,58","15,47","287,26M"
"04/06/2020","15,36","15,07","-3,03","14,95","15,49","192,81M"
"04/06/2020","15,36","15,07","-3,03","14,95","15,49","192,81M"
"03/06/2020","15,67","15,55","0,94","15,00","15,82","298,22M"
"03/06/2020","15,67","15,55","0,94","15,00","15,82","298,22M"
"02/06/2020","16,10","15,40","-2,98","15,30","16,19","290,06M"
"02/06/2020","16,10","15,40","-2,98","15,30","16,19","290,06M"
"01/06/2020","15,95","15,87","-1,01","15,64","16,11","139,56M"
"01/06/2020","15,95","15,87","-1,01","15,64","16,11","139,56M"
"29/05/2020","16,27","16,04","-1,38","15,95","16,37","268,99M"
"29/05/2020","16,27","16,04","-1,38","15,95","16,37","268,99M"
"28/05/2020","16,76","16,26","-3,13","16,07","16,83","222,37M"
"28/05/2020","16,76","16,26","-3,13","16,07","16,83","222,37M"
"27/05/2020","16,66","16,79","4,47","16,14","16,89","232,60M"
"27/05/2020","16,66","16,79","4,47","16,14","16,89","232,60M"
"26/05/2020","15,75","16,07","6,76","15,74","16,98","417,62M"
"26/05/2020","15,75","16,07","6,76","15,74","16,98","417,62M"
"25/05/2020","14,75","15,05","4,77","14,67","15,20","162,92M"
"25/05/2020","14,75","15,05","4,77","14,67","15,20","162,92M"
"22/05/2020","14,43","14,37","-1,10","14,24","14,78","158,92M"
"22/05/2020","14,43","14,37","-1,10","14,24","14,78","158,92M"
"21/05/2020","14,35","14,53","2,44","14,22","14,73","152,48M"
"21/05/2020","14,35","14,53","2,44","14,22","14,73","152,48M"
"20/05/2020","14,70","14,18","-2,87","14,17","14,83","173,18M"
"20/05/2020","14,70","14,18","-2,87","14,17","14,83","173,18M"
"19/05/2020","13,94","14,60","5,08","13,88","14,77","214,42M"
"19/05/2020","13,94","14,60","5,08","13,88","14,77","214,42M"
"18/05/2020","14,08","13,89","1,13","13,73","14,13","143,52M"
"18/05/2020","14,08","13,89","1,13","13,73","14,13","143,52M"
"15/05/2020","13,71","13,74","-0,67","13,53","14,02","120,00M"
"15/05/2020","13,71","13,74","-0,67","13,53","14,02","120,00M"
"14/05/2020","13,66","13,83","0,73","13,41","13,88","181,65M"
"14/05/2020","13,66","13,83","0,73","13,41","13,88","181,65M"
"13/05/2020","13,86","13,73","0,55","13,56","13,94","168,51M"
"13/05/2020","13,86","13,73","0,55","13,56","13,94","168,51M"
"12/05/2020","13,83","13,66","-0,27","13,47","14,20","140,73M"
"12/05/2020","13,83","13,66","-0,27","13,47","14,20","140,73M"
"11/05/2020","13,82","13,69","-1,06","13,60","14,09","116,31M"
"11/05/2020","13,82","13,69","-1,06","13,60","14,09","116,31M"
"08/05/2020","14,43","13,84","-2,20","13,64","14,43","191,22M"
"08/05/2020","14,43","13,84","-2,20","13,64","14,43","191,22M"
"07/05/2020","14,08","14,15","2,97","13,30","14,50","323,97M"
"07/05/2020","14,08","14,15","2,97","13,30","14,50","323,97M"
"06/05/2020","13,01","13,74","9,86","12,96","13,98","403,04M"
"06/05/2020","13,01","13,74","9,86","12,96","13,98","403,04M"
"05/05/2020","13,00","12,51","-2,41","12,50","13,16","163,93M"
"05/05/2020","13,00","12,51","-2,41","12,50","13,16","163,93M"
"04/05/2020","11,96","12,82","3,50","11,79","12,88","162,96M"
"04/05/2020","11,96","12,82","3,50","11,79","12,88","162,96M"
"30/04/2020","12,43","12,39","-1,82","12,24","12,85","146,19M"
"30/04/2020","12,43","12,39","-1,82","12,24","12,85","146,19M"
"29/04/2020","13,11","12,61","-2,28","12,50","13,18","212,72M"
"29/04/2020","13,11","12,61","-2,28","12,50","13,18","212,72M"
"28/04/2020","12,71","12,91","4,65","12,50","12,91","183,32M"
"28/04/2020","12,71","12,91","4,65","12,50","12,91","183,32M"
"27/04/2020","12,27","12,34","4,47","11,96","12,46","212,85M"
"27/04/2020","12,27","12,34","4,47","11,96","12,46","212,85M"
"24/04/2020","12,06","11,81","-4,22","10,64","12,25","302,97M"
"24/04/2020","12,06","11,81","-4,22","10,64","12,25","302,97M"
"23/04/2020","12,92","12,33","-2,14","12,11","13,08","218,79M"
"23/04/2020","12,92","12,33","-2,14","12,11","13,08","218,79M"
"22/04/2020","12,34","12,60","4,27","12,24","13,00","281,74M"
"22/04/2020","12,34","12,60","4,27","12,24","13,00","281,74M"
"20/04/2020","10,90","12,08","8,72","10,78","12,10","231,94M"
"20/04/2020","10,90","12,08","8,72","10,78","12,10","231,94M"
"17/04/2020","11,63","11,11","-2,15","10,94","11,69","134,98M"
"17/04/2020","11,63","11,11","-2,15","10,94","11,69","134,98M"
"16/04/2020","11,13","11,36","3,92","11,01","11,46","163,09M"
"16/04/2020","11,13","11,36","3,92","11,01","11,46","163,09M"
"15/04/2020","10,49","10,93","2,22","10,34","11,04","145,44M"
"15/04/2020","10,49","10,93","2,22","10,34","11,04","145,44M"
"14/04/2020","10,69","10,69","2,36","10,55","10,82","118,99M"
"14/04/2020","10,69","10,69","2,36","10,55","10,82","118,99M"
"13/04/2020","10,24","10,44","0,62","10,13","10,49","87,08M"
"13/04/2020","10,24","10,44","0,62","10,13","10,49","87,08M"
"09/04/2020","10,67","10,38","-0,74","10,28","10,89","135,96M"
"09/04/2020","10,67","10,38","-0,74","10,28","10,89","135,96M"
"08/04/2020","10,04","10,46","4,67","9,83","10,52","162,02M"
"08/04/2020","10,04","10,46","4,67","9,83","10,52","162,02M"
"07/04/2020","10,33","9,99","4,95","9,99","10,62","202,14M"
"07/04/2020","10,33","9,99","4,95","9,99","10,62","202,14M"
"06/04/2020","9,57","9,52","7,48","9,28","9,81","154,77M"
"06/04/2020","9,57","9,52","7,48","9,28","9,81","154,77M"
"03/04/2020","8,81","8,86","-0,98","8,31","8,88","141,95M"
"03/04/2020","8,81","8,86","-0,98","8,31","8,88","141,95M"
"02/04/2020","9,52","8,94","-4,24","8,75","9,64","187,14M"
"02/04/2020","9,52","8,94","-4,24","8,75","9,64","187,14M"
"01/04/2020","9,32","9,34","-3,87","8,99","9,75","171,76M"
"01/04/2020","9,32","9,34","-3,87","8,99","9,75","171,76M"
"31/03/2020","10,59","9,72","-6,27","9,67","10,77","247,62M"
"31/03/2020","10,59","9,72","-6,27","9,67","10,77","247,62M"
"30/03/2020","10,22","10,37","6,67","9,92","10,47","193,84M"
"30/03/2020","10,22","10,37","6,67","9,92","10,47","193,84M"
"27/03/2020","9,64","9,72","-5,16","9,38","10,15","166,79M"
"27/03/2020","9,64","9,72","-5,16","9,38","10,15","166,79M"
"26/03/2020","10,13","10,25","2,80","10,03","11,06","241,50M"
"26/03/2020","10,13","10,25","2,80","10,03","11,06","241,50M"
"25/03/2020","9,20","9,97","9,05","9,15","10,80","320,55M"
"25/03/2020","9,20","9,97","9,05","9,15","10,80","320,55M"
"24/03/2020","8,40","9,14","21,41","8,40","9,42","182,94M"
"24/03/2020","8,40","9,14","21,41","8,40","9,42","182,94M"
"23/03/2020","8,10","7,53","-1,43","7,37","8,21","162,14M"
"23/03/2020","8,10","7,53","-1,43","7,37","8,21","162,14M"
"20/03/2020","8,17","7,64","0,33","7,64","8,99","237,20M"
"20/03/2020","8,17","7,64","0,33","7,64","8,99","237,20M"
"19/03/2020","6,85","7,61","6,04","6,23","7,82","202,25M"
"19/03/2020","6,85","7,61","6,04","6,23","7,82","202,25M"
"18/03/2020","7,98","7,18","-19,00","6,60","8,38","225,26M"
"18/03/2020","7,98","7,18","-19,00","6,60","8,38","225,26M"
"17/03/2020","9,00","8,86","4,40","8,19","9,39","242,23M"
"17/03/2020","9,00","8,86","4,40","8,19","9,39","242,23M"
"16/03/2020","8,72","8,49","-18,88","8,49","9,95","206,38M"
"16/03/2020","8,72","8,49","-18,88","8,49","9,95","206,38M"
"13/03/2020","10,59","10,47","23,53","8,53","10,66","294,71M"
"13/03/2020","10,59","10,47","23,53","8,53","10,66","294,71M"
"12/03/2020","8,97","8,47","-21,08","7,62","9,68","149,73M"
"12/03/2020","8,97","8,47","-21,08","7,62","9,68","149,73M"
"11/03/2020","11,21","10,74","-8,32","9,94","11,66","213,82M"
"11/03/2020","11,21","10,74","-8,32","9,94","11,66","213,82M"
"10/03/2020","11,21","11,71","16,43","10,54","11,71","226,34M"
"10/03/2020","11,21","11,71","16,43","10,54","11,71","226,34M"
"09/03/2020","9,72","10,06","-10,96","9,66","10,56","245,11M"
"09/03/2020","9,72","10,06","-10,96","9,66","10,56","245,11M"
"06/03/2020","11,00","11,30","-5,15","10,73","11,57","315,56M"
"06/03/2020","11,00","11,30","-5,15","10,73","11,57","315,56M"
"05/03/2020","12,96","11,91","-8,89","11,61","12,96","258,91M"
"05/03/2020","12,96","11,91","-8,89","11,61","12,96","258,91M"
"04/03/2020","13,56","13,07","-0,76","12,93","13,57","149,23M"
"04/03/2020","13,56","13,07","-0,76","12,93","13,57","149,23M"
"03/03/2020","13,13","13,17","0,57","12,88","13,66","193,57M"
"03/03/2020","13,13","13,17","0,57","12,88","13,66","193,57M"
"02/03/2020","12,63","13,10","4,02","12,42","13,32","208,69M"
"02/03/2020","12,63","13,10","4,02","12,42","13,32","208,69M"
"28/02/2020","12,21","12,59","0,54","11,77","12,59","239,78M"
"28/02/2020","12,21","12,59","0,54","11,77","12,59","239,78M"
"27/02/2020","12,96","12,52","-4,97","12,47","13,31","187,68M"
"27/02/2020","12,96","12,52","-4,97","12,47","13,31","187,68M"
"26/02/2020","13,22","13,18","-6,32","12,90","13,47","177,02M"
"26/02/2020","13,22","13,18","-6,32","12,90","13,47","177,02M"
"21/02/2020","13,87","14,07","-0,16","13,81","14,41","135,35M"
"21/02/2020","13,87","14,07","-0,16","13,81","14,41","135,35M"
"20/02/2020","14,44","14,09","-2,28","13,91","14,49","157,23M"
"20/02/2020","14,44","14,09","-2,28","13,91","14,49","157,23M"
"19/02/2020","14,54","14,42","-0,62","14,36","14,68","132,28M"
"19/02/2020","14,54","14,42","-0,62","14,36","14,68","132,28M"
"18/02/2020","14,52","14,51","-1,07","14,33","14,73","138,91M"
"18/02/2020","14,52","14,51","-1,07","14,33","14,73","138,91M"
"17/02/2020","14,45","14,67","4,47","14,24","14,93","269,36M"
"17/02/2020","14,45","14,67","4,47","14,24","14,93","269,36M"
"14/02/2020","14,35","14,04","-1,26","13,96","14,44","129,74M"
"14/02/2020","14,35","14,04","-1,26","13,96","14,44","129,74M"
"13/02/2020","13,69","14,22","1,98","13,48","14,28","192,82M"
"13/02/2020","13,69","14,22","1,98","13,48","14,28","192,82M"
"12/02/2020","13,59","13,94","3,08","13,52","14,09","146,40M"
"12/02/2020","13,59","13,94","3,08","13,52","14,09","146,40M"
"11/02/2020","13,26","13,52","3,61","12,89","13,66","127,03M"
"11/02/2020","13,26","13,52","3,61","12,89","13,66","127,03M"
"10/02/2020","13,46","13,05","-3,41","12,84","13,84","168,70M"
"10/02/2020","13,46","13,05","-3,41","12,84","13,84","168,70M"
"07/02/2020","13,88","13,51","-2,87","13,33","13,94","132,54M"
"07/02/2020","13,88","13,51","-2,87","13,33","13,94","132,54M"
"06/02/2020","14,45","13,91","-2,56","13,91","14,49","144,54M"
"06/02/2020","14,45","13,91","-2,56","13,91","14,49","144,54M"
"05/02/2020","14,58","14,28","-0,62","14,21","14,66","124,21M"
"05/02/2020","14,58","14,28","-0,62","14,21","14,66","124,21M"
"04/02/2020","14,35","14,37","2,00","14,24","14,62","118,64M"
"04/02/2020","14,35","14,37","2,00","14,24","14,62","118,64M"
"03/02/2020","14,07","14,09","1,31","13,87","14,19","86,48M"
"03/02/2020","14,07","14,09","1,31","13,87","14,19","86,48M"
"31/01/2020","13,87","13,91","-1,24","13,76","14,24","135,12M"
"31/01/2020","13,87","13,91","-1,24","13,76","14,24","135,12M"
"30/01/2020","14,05","14,08","-1,38","13,71","14,13","154,22M"
"30/01/2020","14,05","14,08","-1,38","13,71","14,13","154,22M"
"29/01/2020","14,33","14,28","0,53","14,12","14,48","142,61M"
"29/01/2020","14,33","14,28","0,53","14,12","14,48","142,61M"
"28/01/2020","13,46","14,20","5,93","13,46","14,20","144,20M"
"28/01/2020","13,46","14,20","5,93","13,46","14,20","144,20M"
"27/01/2020","13,72","13,41","-4,19","13,39","13,78","102,24M"
"27/01/2020","13,72","13,41","-4,19","13,39","13,78","102,24M"
"24/01/2020","14,15","13,99","-0,76","13,96","14,22","105,93M"
"24/01/2020","14,15","13,99","-0,76","13,96","14,22","105,93M"
"23/01/2020","13,88","14,10","1,60","13,69","14,13","114,46M"
"23/01/2020","13,88","14,10","1,60","13,69","14,13","114,46M"
"22/01/2020","14,08","13,88","-0,39","13,66","14,23","125,76M"
"22/01/2020","14,08","13,88","-0,39","13,66","14,23","125,76M"
"21/01/2020","13,89","13,93","-0,16","13,86","14,14","112,97M"
"21/01/2020","13,89","13,93","-0,16","13,86","14,14","112,97M"
"20/01/2020","13,49","13,96","3,04","13,47","13,96","102,30M"
