"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"21.02.2020","58,50","59,00","59,25","57,73","236,49K","-1,37%"
"20.02.2020","59,31","59,31","60,00","58,90","268,65K","0,32%"
"19.02.2020","59,12","57,60","59,40","57,51","262,15K","2,37%"
"18.02.2020","57,75","57,35","57,83","56,30","249,20K","0,14%"
"17.02.2020","57,67","57,29","57,70","56,83","115,34K","0,61%"
"14.02.2020","57,32","56,41","57,53","56,15","258,14K","1,74%"
"13.02.2020","56,34","55,75","56,83","54,96","325,51K","0,99%"
"12.02.2020","55,79","54,41","56,36","54,39","305,45K","3,30%"
"11.02.2020","54,01","53,62","54,69","53,60","272,81K","1,39%"
"10.02.2020","53,27","54,20","54,71","53,11","280,18K","-2,20%"
"07.02.2020","54,47","55,14","55,40","54,21","270,80K","-0,84%"
"06.02.2020","54,93","55,56","56,58","54,25","379,87K","-0,63%"
"05.02.2020","55,28","54,05","56,46","54,05","412,27K","2,45%"
"04.02.2020","53,96","54,33","55,65","53,69","409,86K","-0,90%"
"03.02.2020","54,45","56,16","56,77","54,08","477,22K","-6,38%"
"31.01.2020","58,16","59,30","59,45","57,94","19,60K","-0,22%"
"30.01.2020","58,29","59,60","59,65","57,71","104,27K","-2,54%"
"29.01.2020","59,81","59,86","60,62","59,26","142,68K","0,50%"
"28.01.2020","59,51","59,03","60,12","58,50","248,95K","0,32%"
"27.01.2020","59,32","60,23","60,49","58,50","259,77K","-2,26%"
"24.01.2020","60,69","62,01","62,46","60,25","257,95K","-2,18%"
"23.01.2020","62,04","62,68","62,69","61,25","361,91K","-1,85%"
"22.01.2020","63,21","64,57","64,58","62,62","273,30K","-2,14%"
"21.01.2020","64,59","65,26","65,35","64,06","248,56K","-0,94%"
"20.01.2020","65,20","65,98","66,00","64,92","154,79K","0,54%"
"17.01.2020","64,85","64,69","65,60","64,48","238,64K","0,36%"
"16.01.2020","64,62","64,26","64,97","63,90","220,17K","0,97%"
"15.01.2020","64,00","64,44","64,60","63,55","229,53K","-0,76%"
"14.01.2020","64,49","64,29","65,05","63,92","270,50K","0,45%"
"13.01.2020","64,20","65,13","65,27","63,92","262,47K","-1,20%"
"10.01.2020","64,98","65,29","65,66","64,86","272,17K","-0,60%"
"09.01.2020","65,37","66,00","66,10","64,56","364,45K","-0,11%"
"08.01.2020","65,44","71,22","71,75","64,94","560,89K","-4,15%"
"07.01.2020","68,27","68,63","68,75","67,65","284,92K","-0,93%"
"06.01.2020","68,91","69,35","70,74","68,21","341,14K","0,45%"
"03.01.2020","68,60","66,28","69,50","66,22","479,70K","3,55%"
"02.01.2020","66,25","66,41","66,58","65,72","205,69K","0,38%"
"31.12.2019","66,00","66,65","66,93","65,63","171,01K","-3,57%"
"30.12.2019","68,44","68,20","68,99","68,16","29,42K","0,41%"
"27.12.2019","68,16","67,91","68,33","67,57","112,22K","0,35%"
"26.12.2019","67,92","67,27","67,99","67,22","69,82K","1,07%"
"24.12.2019","67,20","66,44","67,26","66,36","106,43K","1,22%"
"23.12.2019","66,39","66,15","66,62","65,81","131,42K","0,38%"
"20.12.2019","66,14","66,56","66,72","65,70","217,98K","-0,60%"
"19.12.2019","66,54","66,19","66,78","66,03","249,54K","0,56%"
"18.12.2019","66,17","65,84","66,43","65,56","262,34K","0,11%"
"17.12.2019","66,10","65,31","66,24","65,12","245,83K","1,16%"
"16.12.2019","65,34","65,05","65,66","64,88","186,09K","0,18%"
"13.12.2019","65,22","64,56","65,79","64,50","232,75K","1,59%"
"12.12.2019","64,20","63,90","64,85","63,87","238,31K","0,75%"
"11.12.2019","63,72","64,00","64,26","63,01","250,14K","-0,96%"
"10.12.2019","64,34","64,03","64,69","63,78","235,19K","0,14%"
"09.12.2019","64,25","64,29","64,50","63,61","239,77K","-0,22%"
"06.12.2019","64,39","63,41","64,88","62,83","314,60K","1,58%"
"05.12.2019","63,39","62,97","63,91","62,75","294,84K","0,62%"
"04.12.2019","63,00","61,08","63,51","61,00","319,04K","3,58%"
"03.12.2019","60,82","61,05","61,58","60,30","248,55K","-0,16%"
"02.12.2019","60,92","60,73","62,09","60,72","297,87K","-2,42%"
"29.11.2019","62,43","63,77","63,86","62,36","19,65K","-2,25%"
"28.11.2019","63,87","63,91","64,00","63,19","96,08K","-0,30%"
"27.11.2019","64,06","64,02","64,60","63,51","125,47K","-0,33%"
"26.11.2019","64,27","63,70","64,32","63,44","181,10K","0,97%"
"25.11.2019","63,65","63,60","63,80","62,97","212,05K","0,41%"
"22.11.2019","63,39","63,62","64,27","62,98","228,74K","-0,91%"
"21.11.2019","63,97","62,22","64,03","61,92","318,49K","2,52%"
"20.11.2019","62,40","60,94","62,80","60,30","343,31K","2,45%"
"19.11.2019","60,91","62,28","62,57","60,70","296,80K","-2,45%"
"18.11.2019","62,44","63,36","63,57","61,94","228,25K","-1,36%"
"15.11.2019","63,30","62,47","63,65","61,70","255,68K","1,64%"
"14.11.2019","62,28","62,61","63,21","62,15","234,78K","-0,14%"
"13.11.2019","62,37","61,85","62,74","61,22","273,03K","0,50%"
"12.11.2019","62,06","62,11","62,85","61,82","238,17K","-0,19%"
"11.11.2019","62,18","62,60","62,76","61,57","213,34K","-0,53%"
"08.11.2019","62,51","62,29","62,70","60,66","287,67K","0,35%"
"07.11.2019","62,29","61,73","62,89","61,65","261,07K","0,89%"
"06.11.2019","61,74","62,78","63,32","61,59","275,94K","-1,94%"
"05.11.2019","62,96","62,04","63,19","61,85","231,67K","1,34%"
"04.11.2019","62,13","61,80","62,78","61,28","235,38K","0,71%"
"01.11.2019","61,69","59,45","61,82","59,40","236,09K","2,42%"
"31.10.2019","60,23","60,57","61,13","60,07","13,90K","-0,63%"
"30.10.2019","60,61","61,60","61,93","60,45","105,87K","-1,59%"
"29.10.2019","61,59","61,61","61,98","60,66","136,93K","0,03%"
"28.10.2019","61,57","62,04","62,34","61,19","167,86K","-0,73%"
"25.10.2019","62,02","61,50","62,11","60,93","204,45K","0,57%"
"24.10.2019","61,67","60,99","61,90","60,64","215,54K","0,82%"
"23.10.2019","61,17","59,48","61,30","58,85","313,23K","2,46%"
"22.10.2019","59,70","59,05","60,26","58,75","260,60K","1,26%"
"21.10.2019","58,96","59,23","59,55","58,26","212,57K","-0,77%"
"18.10.2019","59,42","59,78","60,29","59,01","228,14K","-0,82%"
"17.10.2019","59,91","58,99","60,04","58,69","269,84K","0,82%"
"16.10.2019","59,42","58,90","59,75","58,36","257,88K","1,16%"
"15.10.2019","58,74","59,30","59,68","58,00","305,68K","-1,03%"
"14.10.2019","59,35","60,69","60,73","58,50","283,07K","-1,92%"
"11.10.2019","60,51","59,53","60,69","59,21","367,63K","2,39%"
"10.10.2019","59,10","58,04","59,60","57,80","262,53K","1,34%"
"09.10.2019","58,32","58,02","59,35","57,91","266,48K","0,14%"
"08.10.2019","58,24","58,47","58,92","57,38","274,74K","-0,19%"
"07.10.2019","58,35","58,02","59,68","58,02","228,41K","-0,03%"
"04.10.2019","58,37","57,69","58,96","57,67","299,92K","1,14%"
"03.10.2019","57,71","57,54","57,99","56,15","336,90K","0,03%"
"02.10.2019","57,69","59,25","59,50","57,22","307,91K","-2,04%"
"01.10.2019","58,89","59,38","60,10","58,41","291,67K","-3,11%"
"30.09.2019","60,78","62,24","62,24","60,73","22,01K","-1,83%"
"27.09.2019","61,91","62,48","62,75","60,76","97,33K","-1,32%"
"26.09.2019","62,74","62,58","62,92","61,45","115,57K","0,56%"
"25.09.2019","62,39","62,44","62,81","61,23","201,47K","-1,13%"
"24.09.2019","63,10","64,40","64,60","62,30","216,28K","-2,58%"
"23.09.2019","64,77","65,23","65,50","63,53","204,78K","0,76%"
"20.09.2019","64,28","65,00","65,28","64,05","224,88K","-0,19%"
"19.09.2019","64,40","63,51","65,57","63,46","258,85K","1,26%"
"18.09.2019","63,60","64,23","64,99","63,04","295,05K","-1,47%"
"17.09.2019","64,55","68,15","69,26","63,55","620,49K","-6,48%"
"16.09.2019","69,02","66,45","71,95","64,75","735,54K","14,61%"
"13.09.2019","60,22","60,45","60,81","59,60","195,83K","-0,26%"
"12.09.2019","60,38","61,16","61,39","58,92","358,09K","-0,71%"
"11.09.2019","60,81","62,88","63,27","60,52","315,12K","-2,52%"
"10.09.2019","62,38","62,82","63,78","62,17","267,55K","-0,34%"
"09.09.2019","62,59","61,60","63,00","61,57","249,71K","1,71%"
"06.09.2019","61,54","60,81","61,88","59,40","287,36K","0,97%"
"05.09.2019","60,95","60,49","62,40","60,25","292,06K","0,41%"
"04.09.2019","60,70","58,17","60,96","58,13","283,10K","4,19%"
"03.09.2019","58,26","58,54","58,87","57,23","265,12K","-0,68%"
"02.09.2019","58,66","58,80","59,26","58,10","121,64K","-2,93%"
